date,TICKER,PRC,RET
2006-02-03 00:00:00,DBC,24.5,C
2006-02-06 00:00:00,DBC,24.199999999999999,-0.012245
2006-02-07 00:00:00,DBC,23.5,-0.028926
2006-02-08 00:00:00,DBC,23.399999999999999,-0.004255
2006-02-09 00:00:00,DBC,23.620000000000001,0.009402
2006-02-10 00:00:00,DBC,23.189900000000002,-0.018209
2006-02-13 00:00:00,DBC,22.829999999999998,-0.01552
2006-02-14 00:00:00,DBC,22.640000000000001,-0.008322
2006-02-15 00:00:00,DBC,22.309999999999999,-0.014576
2006-02-16 00:00:00,DBC,22.579999999999998,0.012102
2006-02-17 00:00:00,DBC,22.899999999999999,0.014172
2006-02-21 00:00:00,DBC,23.280000000000001,0.016594
2006-02-22 00:00:00,DBC,22.899999999999999,-0.016323
2006-02-23 00:00:00,DBC,22.82,-0.003493
2006-02-24 00:00:00,DBC,23.440000000000001,0.027169
2006-02-27 00:00:00,DBC,22.98,-0.019625
2006-02-28 00:00:00,DBC,23.289999999999999,0.01349
2006-03-01 00:00:00,DBC,23.239999999999998,-0.002147
2006-03-02 00:00:00,DBC,23.66,0.018072
2006-03-03 00:00:00,DBC,23.879999999999999,0.009298
2006-03-06 00:00:00,DBC,23.5,-0.015913
2006-03-07 00:00:00,DBC,23.09,-0.017447
2006-03-08 00:00:00,DBC,22.719999999999999,-0.016024
2006-03-09 00:00:00,DBC,22.949999999999999,0.010123
2006-03-10 00:00:00,DBC,22.850000000000001,-0.004357
2006-03-13 00:00:00,DBC,23.149999999999999,0.013129
2006-03-14 00:00:00,DBC,23.489999999999998,0.014687
2006-03-15 00:00:00,DBC,23.23,-0.011069
2006-03-16 00:00:00,DBC,23.43,0.00861
2006-03-17 00:00:00,DBC,23.32,-0.004695
2006-03-20 00:00:00,DBC,22.84,-0.020583
2006-03-21 00:00:00,DBC,22.920000000000002,0.003503
2006-03-22 00:00:00,DBC,22.879999999999999,-0.001745
2006-03-23 00:00:00,DBC,23.27,0.017046
2006-03-24 00:00:00,DBC,23.219999999999999,-0.002149
2006-03-27 00:00:00,DBC,23.359999999999999,0.006029
2006-03-28 00:00:00,DBC,23.66,0.012842
2006-03-29 00:00:00,DBC,23.82,0.006762
2006-03-30 00:00:00,DBC,24.109999999999999,0.012175
2006-03-31 00:00:00,DBC,23.940000000000001,-0.007051
2006-04-03 00:00:00,DBC,24.050000000000001,0.004595
2006-04-04 00:00:00,DBC,23.920000000000002,-0.005405
2006-04-05 00:00:00,DBC,24.07,0.006271
2006-04-06 00:00:00,DBC,24.5,0.017865
2006-04-07 00:00:00,DBC,24.390000000000001,-0.00449
2006-04-10 00:00:00,DBC,24.84,0.01845
2006-04-11 00:00:00,DBC,24.940000000000001,0.004026
2006-04-12 00:00:00,DBC,24.890000000000001,-0.002005
2006-04-13 00:00:00,DBC,25.050000000000001,0.006428
2006-04-17 00:00:00,DBC,25.32,0.010778
2006-04-18 00:00:00,DBC,25.649999999999999,0.013033
2006-04-19 00:00:00,DBC,25.899999999999999,0.009747
2006-04-20 00:00:00,DBC,25.600000000000001,-0.011583
2006-04-21 00:00:00,DBC,26.140000000000001,0.021094
2006-04-24 00:00:00,DBC,25.620000000000001,-0.019893
2006-04-25 00:00:00,DBC,25.699999999999999,0.003123
2006-04-26 00:00:00,DBC,25.600000000000001,-0.003891
2006-04-27 00:00:00,DBC,25.199999999999999,-0.015625
2006-04-28 00:00:00,DBC,25.620000000000001,0.016667
2006-05-01 00:00:00,DBC,25.899999999999999,0.010929
2006-05-02 00:00:00,DBC,26.199999999999999,0.011583
2006-05-03 00:00:00,DBC,25.73,-0.017939
2006-05-04 00:00:00,DBC,25.420000000000002,-0.012048
2006-05-05 00:00:00,DBC,25.699999999999999,0.011015
2006-05-08 00:00:00,DBC,25.629999999999999,-0.002724
2006-05-09 00:00:00,DBC,26.030000000000001,0.015607
2006-05-10 00:00:00,DBC,26.68,0.024971
2006-05-11 00:00:00,DBC,26.940000000000001,0.009745
2006-05-12 00:00:00,DBC,26.850000000000001,-0.003341
2006-05-15 00:00:00,DBC,25.940000000000001,-0.033892
2006-05-16 00:00:00,DBC,26.02,0.003084
2006-05-17 00:00:00,DBC,25.98,-0.001537
2006-05-18 00:00:00,DBC,25.989999999999998,0.000385
2006-05-19 00:00:00,DBC,25.420000000000002,-0.021932
2006-05-22 00:00:00,DBC,25.620000000000001,0.007868
2006-05-23 00:00:00,DBC,26.02,0.015613
2006-05-24 00:00:00,DBC,25.359999999999999,-0.025365
2006-05-25 00:00:00,DBC,25.800000000000001,0.01735
2006-05-26 00:00:00,DBC,26.050000000000001,0.00969
2006-05-30 00:00:00,DBC,25.91,-0.005374
2006-05-31 00:00:00,DBC,25.52,-0.015052
2006-06-01 00:00:00,DBC,25.209199999999999,-0.012179
2006-06-02 00:00:00,DBC,25.710000000000001,0.019866
2006-06-05 00:00:00,DBC,25.640000000000001,-0.002723
2006-06-06 00:00:00,DBC,25.420000000000002,-0.00858
2006-06-07 00:00:00,DBC,25.25,-0.006688
2006-06-08 00:00:00,DBC,24.98,-0.010693
2006-06-09 00:00:00,DBC,25.02,0.001601
2006-06-12 00:00:00,DBC,24.719999999999999,-0.01199
2006-06-13 00:00:00,DBC,24.050000000000001,-0.027104
2006-06-14 00:00:00,DBC,24.039999999999999,-0.000416
