Date,Open,High,Low,Close,Volume,Adjusted Close
2006-12-31,1424.71,1427.0,1416.84,1418.3,1678200000.0,1418.3
2006-11-30,1399.47,1406.3,1393.83,1400.63,4006230000.0,1400.63
2006-10-31,1377.93,1381.21,1372.19,1377.94,2803030000.0,1377.94
2006-09-30,1339.15,1339.88,1335.64,1335.85,2273430000.0,1335.85
2006-08-31,1304.25,1306.11,1302.45,1303.82,1974540000.0,1303.82
2006-07-31,1278.53,1278.66,1274.31,1276.66,2461300000.0,1276.66
2006-06-30,1272.86,1276.3,1270.2,1270.2,3049560000.0,1270.2
2006-05-31,1259.38,1270.09,1259.38,1270.09,2692160000.0,1270.09
2006-04-30,1309.72,1316.04,1306.16,1310.61,2419920000.0,1310.61
2006-03-31,1300.25,1303.0,1294.87,1294.87,2236710000.0,1294.87
2006-02-28,1294.12,1294.12,1278.66,1280.66,2370860000.0,1280.66
2006-01-31,1285.2,1285.2,1276.85,1280.08,2708310000.0,1280.08
2005-12-31,1254.42,1254.42,1246.59,1248.29,1443500000.0,1248.29
2005-11-30,1257.48,1260.93,1249.39,1249.48,2374690000.0,1249.48
2005-10-31,1198.41,1211.43,1198.41,1207.01,2567470000.0,1207.01
2005-09-30,1227.68,1229.57,1225.22,1228.81,2097520000.0,1228.81
2005-08-31,1208.41,1220.36,1204.4,1220.33,2365510000.0,1220.33
2005-07-31,1243.72,1245.04,1234.18,1234.18,1789600000.0,1234.18
2005-06-30,1199.85,1203.27,1190.51,1191.33,2109490000.0,1191.33
2005-05-31,1198.78,1198.78,1191.5,1191.5,1840680000.0,1191.5
2005-04-30,1143.22,1156.97,1139.19,1156.85,2362360000.0,1156.85
2005-03-31,1181.41,1184.53,1179.49,1180.59,2214230000.0,1180.59
2005-02-28,1211.37,1211.37,1198.13,1203.6,1795480000.0,1203.6
2005-01-31,1171.36,1182.07,1171.36,1181.27,1679800000.0,1181.27
2004-12-31,1213.55,1217.33,1211.65,1211.92,786900000.0,1211.92
2004-11-30,1178.57,1178.66,1173.81,1173.82,1553500000.0,1173.82
2004-10-31,1127.44,1131.4,1124.62,1130.2,1500800000.0,1130.2
2004-09-30,1114.8,1116.31,1109.68,1114.58,1748000000.0,1114.58
2004-08-31,1099.15,1104.24,1094.72,1104.24,1138200000.0,1104.24
2004-07-31,1100.43,1103.73,1096.96,1101.72,1298200000.0,1101.72
2004-06-30,1136.2,1144.2,1133.62,1140.84,1473800000.0,1140.84
2004-05-31,1121.28,1122.69,1118.1,1120.68,1172600000.0,1120.68
2004-04-30,1113.89,1119.26,1107.23,1107.3,1634700000.0,1107.3
2004-03-31,1127.0,1130.83,1121.46,1126.21,1560700000.0,1126.21
2004-02-29,1145.8,1151.68,1141.8,1144.94,1540400000.0,1144.94
2004-01-31,1134.11,1134.17,1127.73,1131.13,1635000000.0,1131.13
2003-12-31,1109.64,1112.56,1106.21,1111.92,1027500000.0,1111.92
2003-11-30,1058.45,1060.63,1056.77,1058.2,487220000.0,1058.2
2003-10-31,1046.94,1053.09,1046.94,1050.71,1498900000.0,1050.71
2003-09-30,1006.58,1006.58,990.36,995.97,1590500000.0,995.97
2003-08-31,1002.84,1008.85,999.52,1008.01,945100000.0,1008.01
2003-07-31,987.49,1004.59,987.49,990.31,1608000000.0,990.31
2003-06-30,976.22,983.61,973.6,974.5,1587200000.0,974.5
2003-05-31,949.64,965.38,949.64,963.59,1688800000.0,963.59
2003-04-30,917.84,922.01,911.7,916.92,1788510000.0,916.92
2003-03-31,863.5,863.5,843.68,848.18,1495500000.0,848.18
2003-02-28,837.28,847.0,837.28,841.15,1373300000.0,841.15
2003-01-31,844.61,858.33,840.34,855.7,1578530000.0,855.7
2002-12-31,879.39,881.93,869.45,879.82,1088500000.0,879.82
2002-11-30,938.87,941.82,935.58,936.31,643460000.0,936.31
2002-10-31,890.71,898.83,879.75,885.76,1641300000.0,885.76
2002-09-30,827.37,827.37,800.2,815.28,1721870000.0,815.28
2002-08-31,917.8,928.15,910.17,916.07,929900000.0,916.07
2002-07-31,902.78,911.64,889.88,911.62,2049360000.0,911.62
2002-06-30,990.64,1001.79,988.31,989.82,2117000000.0,989.82
2002-05-31,1064.66,1079.93,1064.66,1067.14,1277300000.0,1067.14
2002-04-30,1065.45,1082.62,1063.46,1076.92,1628600000.0,1076.92
2002-03-31,1144.58,1154.45,1144.58,1147.39,1147600000.0,1147.39
2002-02-28,1109.89,1121.57,1106.73,1106.73,1392200000.0,1106.73
2002-01-31,1113.57,1130.21,1113.3,1130.2,1557000000.0,1130.2
2001-12-31,1161.02,1161.16,1148.04,1148.08,943600000.0,1148.08
2001-11-30,1140.2,1143.57,1135.89,1139.45,1343600000.0,1139.45
2001-10-31,1059.79,1074.79,1057.55,1059.78,1352500000.0,1059.78
2001-09-30,1018.61,1040.94,1018.61,1040.94,1631500000.0,1040.94
2001-08-31,1129.03,1141.83,1126.38,1133.58,920100000.0,1133.58
2001-07-31,1204.52,1222.74,1204.52,1211.23,1129200000.0,1211.23
2001-06-30,1226.2,1237.29,1221.14,1224.38,1832360000.0,1224.38
2001-05-31,1248.08,1261.91,1248.07,1255.82,1226600000.0,1255.82
2001-04-30,1253.05,1269.3,1243.99,1249.46,1266800000.0,1249.46
2001-03-31,1147.95,1162.8,1143.83,1160.33,1280800000.0,1160.33
2001-02-28,1257.94,1263.47,1229.65,1239.94,1225300000.0,1239.94
2001-01-31,1373.73,1383.37,1364.66,1366.01,1295300000.0,1366.01
2000-12-31,1334.22,1340.1,1317.51,1320.28,1035500000.0,1320.28
2000-11-30,1341.91,1341.91,1294.9,1314.95,1186530000.0,1314.95
2000-10-31,1398.66,1432.22,1398.66,1429.4,1366400000.0,1429.4
2000-09-30,1458.29,1458.29,1436.29,1436.51,1197100000.0,1436.51
2000-08-31,1502.59,1525.21,1502.59,1517.68,1056600000.0,1517.68
2000-07-31,1419.89,1437.65,1418.71,1430.83,952600000.0,1430.83
2000-06-30,1442.39,1454.68,1438.71,1454.6,1459700000.0,1454.6
2000-05-31,1422.44,1434.49,1415.5,1420.6,960500000.0,1420.6
2000-04-30,1464.92,1473.62,1448.15,1452.43,984600000.0,1452.43
2000-03-31,1487.92,1519.81,1484.38,1498.58,1227400000.0,1498.58
2000-02-29,1348.05,1369.63,1348.05,1366.42,1204300000.0,1366.42
2000-01-31,1360.16,1394.48,1350.14,1394.46,993800000.0,1394.46
1999-12-31,1464.47,1472.42,1458.19,1469.25,374050000.0,1469.25
1999-11-30,1407.83,1410.59,1386.95,1388.91,951500000.0,1388.91
1999-10-31,1342.44,1373.17,1342.44,1362.93,1120500000.0,1362.93
1999-09-30,1268.37,1291.31,1268.37,1282.71,1017600000.0,1282.71
1999-08-31,1324.02,1333.27,1306.96,1320.41,861700000.0,1320.41
1999-07-31,1341.03,1350.92,1328.49,1328.72,736800000.0,1328.72
1999-06-30,1351.45,1372.93,1338.78,1372.71,1117000000.0,1372.71
1999-05-31,1281.41,1304.0,1281.41,1301.84,649960000.0,1301.84
1999-04-30,1342.83,1351.83,1314.58,1335.18,936500000.0,1335.18
1999-03-31,1300.75,1313.6,1285.87,1286.37,924300000.0,1286.37
1999-02-28,1245.02,1246.73,1226.24,1238.33,784600000.0,1238.33
1999-01-31,1265.37,1280.37,1255.18,1279.64,917000000.0,1279.64
1998-12-31,1231.93,1237.18,1224.96,1229.23,719200000.0,1229.23
1998-11-30,1192.33,1192.72,1163.63,1163.63,687900000.0,1163.63
1998-10-31,1085.93,1103.78,1085.93,1098.67,785000000.0,1098.67
1998-09-30,1049.02,1049.02,1015.73,1017.01,800100000.0,1017.01
1998-08-31,1027.14,1033.47,957.28,957.28,917500000.0,957.28
1998-07-31,1142.95,1142.97,1114.3,1120.67,645910000.0,1120.67
1998-06-30,1138.49,1140.8,1131.98,1133.84,757200000.0,1133.84
1998-05-31,1097.6,1104.16,1090.82,1090.82,556780000.0,1090.82
1998-04-30,1094.63,1116.97,1094.63,1111.75,695600000.0,1111.75
1998-03-31,1093.55,1110.13,1093.55,1101.75,674930000.0,1101.75
1998-02-28,1048.67,1051.66,1044.4,1049.34,574480000.0,1049.34
1998-01-31,985.49,987.41,979.63,980.28,613380000.0,980.28
1997-12-31,970.84,975.02,967.41,970.43,467280000.0,970.43
1997-11-30,951.64,959.13,951.64,955.4,189070000.0,955.4
1997-10-31,903.68,919.93,903.68,914.62,638070000.0,914.62
1997-09-30,953.34,955.17,947.28,947.28,587500000.0,947.28
1997-08-31,903.67,907.28,896.82,899.47,413910000.0,899.47
1997-07-31,952.29,957.73,948.89,954.31,547830000.0,954.31
1997-06-30,887.3,892.62,879.82,885.14,561540000.0,885.14
1997-05-31,844.08,851.87,831.87,848.28,537200000.0,848.28
1997-04-30,794.05,804.13,791.21,801.34,556070000.0,801.34
1997-03-31,773.88,773.88,756.13,757.12,555880000.0,757.12
1997-02-28,795.07,795.7,788.5,790.82,508280000.0,790.82
1997-01-31,784.17,791.86,784.17,786.16,578550000.0,786.16
1996-12-31,753.85,753.95,740.74,740.74,399760000.0,740.74
1996-11-30,755.0,758.27,755.0,757.02,14990000.0,757.02
1996-10-31,700.9,706.61,700.35,705.27,482840000.0,705.27
1996-09-30,686.19,690.11,686.03,687.33,388570000.0,687.33
1996-08-31,657.4,657.71,650.52,651.99,258380000.0,651.99
1996-07-31,635.26,640.54,633.74,639.95,403560000.0,639.95
1996-06-30,668.55,672.68,668.55,670.63,470460000.0,670.63
1996-05-31,671.7,673.46,667.0,669.12,351750000.0,669.12
1996-04-30,654.16,654.59,651.05,654.17,393390000.0,654.17
1996-03-31,648.94,650.96,644.89,645.5,413510000.0,645.5
1996-02-29,644.75,646.95,639.01,640.43,453170000.0,640.43
1996-01-31,630.15,636.18,629.48,636.02,472210000.0,636.02
1995-12-31,614.12,615.93,612.36,615.93,321250000.0,615.93
1995-11-30,607.64,608.69,605.37,605.37,440050000.0,605.37
1995-10-31,583.25,586.71,581.5,581.5,377390000.0,581.5
1995-09-30,585.87,587.61,584.0,584.41,335250000.0,584.41
1995-08-31,561.09,562.36,560.49,561.88,300920000.0,561.88
1995-07-31,562.93,563.49,560.06,562.06,291950000.0,562.06
1995-06-30,543.87,546.82,543.51,544.75,311650000.0,544.75
1995-05-31,523.7,533.41,522.17,533.4,358180000.0,533.4
1995-04-30,513.64,515.29,510.9,514.71,320440000.0,514.71
1995-03-31,501.94,502.22,495.7,500.71,353060000.0,500.71
1995-02-28,483.81,487.44,483.77,487.39,317220000.0,487.39
1995-01-31,468.51,471.03,468.18,470.42,411590000.0,470.42
1994-12-31,461.17,462.12,459.24,459.27,256260000.0,459.27
1994-11-30,455.17,457.13,453.27,453.69,298650000.0,453.69
1994-10-31,473.76,474.74,472.33,472.35,302820000.0,472.35
1994-09-30,462.27,465.3,461.91,462.71,291900000.0,462.71
1994-08-31,476.07,477.59,474.43,475.49,354650000.0,475.49
1994-07-31,454.25,459.33,454.25,458.26,269560000.0,458.26
1994-06-30,447.63,448.61,443.66,444.27,293410000.0,444.27
1994-05-31,457.32,457.61,455.16,456.5,216700000.0,456.5
1994-04-30,449.07,451.35,447.91,450.91,293970000.0,450.91
1994-03-31,445.55,447.16,436.16,445.77,403580000.0,445.77
1994-02-28,466.07,469.16,466.07,467.14,268690000.0,467.14
1994-01-31,478.7,482.85,478.7,481.61,322870000.0,481.61
1993-12-31,468.66,470.75,466.45,466.45,168590000.0,466.45
1993-11-30,461.9,463.62,460.45,461.79,286660000.0,461.79
1993-10-31,467.72,468.2,467.37,467.83,270570000.0,467.83
1993-09-30,460.11,460.56,458.28,458.93,280980000.0,458.93
1993-08-31,461.9,463.56,461.29,463.56,252830000.0,463.56
1993-07-31,450.19,450.22,446.98,448.13,254420000.0,448.13
1993-06-30,450.69,451.47,450.15,450.53,281120000.0,450.53
1993-05-31,452.41,452.41,447.67,450.19,207820000.0,450.19
1993-04-30,438.89,442.29,438.89,440.19,247460000.0,440.19
1993-03-31,451.97,454.88,451.67,451.67,279190000.0,451.67
1993-02-28,442.34,443.77,440.98,443.38,234160000.0,443.38
1993-01-31,438.67,438.93,436.91,438.78,247200000.0,438.78
1992-12-31,438.82,439.59,435.71,435.71,165910000.0,435.71
1992-11-30,430.19,431.53,429.36,431.35,230150000.0,431.35
1992-10-31,420.86,421.13,418.54,418.68,201930000.0,418.68
1992-09-30,416.79,418.58,416.67,417.8,184470000.0,417.8
1992-08-31,414.87,415.29,413.76,414.03,161480000.0,414.03
1992-07-31,423.92,424.8,422.46,424.21,172920000.0,424.21
1992-06-30,408.94,409.63,407.85,408.14,195530000.0,408.14
1992-05-31,416.74,418.36,415.35,415.35,204010000.0,415.35
1992-04-30,412.02,414.95,412.02,414.95,223590000.0,414.95
1992-03-31,403.0,405.21,402.22,403.69,182360000.0,403.69
1992-02-29,413.86,416.07,411.8,412.7,202320000.0,412.7
1992-01-31,411.65,412.63,408.64,408.78,197620000.0,408.78
1991-12-31,415.14,418.32,412.73,417.09,247080000.0,417.09
1991-11-30,376.55,376.55,374.65,375.22,76830000.0,375.22
1991-10-31,392.96,392.96,391.58,392.45,179680000.0,392.45
1991-09-30,385.91,388.29,384.32,387.86,146780000.0,387.86
1991-08-31,396.47,396.47,393.6,395.43,143440000.0,395.43
1991-07-31,386.69,387.81,386.19,387.81,166830000.0,387.81
1991-06-30,374.4,374.4,367.98,371.16,163770000.0,371.16
1991-05-31,386.96,389.85,385.01,389.83,232040000.0,389.83
1991-04-30,373.66,377.86,373.01,375.34,206230000.0,375.34
1991-03-31,375.35,376.6,374.4,375.22,150750000.0,375.22
1991-02-28,367.73,369.91,365.95,367.07,223010000.0,367.07
1991-01-31,340.92,343.93,340.47,343.93,204520000.0,343.93
1990-12-31,328.71,330.23,327.5,330.22,114130000.0,330.22
1990-11-30,316.42,323.02,315.42,322.22,192350000.0,322.22
1990-10-31,304.06,305.7,302.33,304.0,156060000.0,304.0
1990-09-30,300.97,306.05,295.98,306.05,201010000.0,306.05
1990-08-31,318.71,322.57,316.59,322.56,96480000.0,322.56
1990-07-31,355.55,357.54,353.91,356.15,175380000.0,356.15
1990-06-30,357.64,359.09,357.3,358.02,145510000.0,358.02
1990-05-31,360.86,361.84,360.23,361.23,165690000.0,361.23
1990-04-30,329.11,331.31,327.76,330.8,122750000.0,330.8
1990-03-31,340.79,341.41,338.21,339.94,139340000.0,339.94
1990-02-28,330.26,333.48,330.16,331.89,184400000.0,331.89
1990-01-31,322.98,329.08,322.98,329.08,189660000.0,329.08
1989-12-31,350.68,353.41,350.67,353.4,145940000.0,353.4
1989-11-30,343.6,346.5,343.57,345.99,153200000.0,345.99
1989-10-31,335.08,340.86,335.07,340.36,176100000.0,340.36
1989-09-30,348.6,350.31,348.12,349.15,155300000.0,349.15
1989-08-31,350.65,351.45,350.21,351.45,144820000.0,351.45
1989-07-31,342.13,346.08,342.02,346.08,166650000.0,346.08
1989-06-30,319.67,319.97,314.38,317.98,170490000.0,317.98
1989-05-31,319.05,321.3,318.68,320.52,162530000.0,320.52
1989-04-30,309.58,309.65,308.48,309.64,158390000.0,309.64
1989-03-31,292.52,294.96,292.52,294.87,170960000.0,294.87
1989-02-28,287.82,289.42,287.63,288.86,147430000.0,288.86
1989-01-31,294.99,297.51,293.57,297.47,194050000.0,297.47
1988-12-31,279.39,279.78,277.72,277.72,127210000.0,277.72
1988-11-30,270.91,274.36,270.9,273.7,157810000.0,273.7
1988-10-31,278.54,279.39,277.14,278.97,143460000.0,278.97
1988-09-30,272.55,274.87,271.66,271.91,175750000.0,271.91
1988-08-31,262.51,263.8,261.21,261.52,130480000.0,261.52
1988-07-31,266.04,272.02,266.02,272.02,192340000.0,272.02
1988-06-30,271.0,273.51,270.97,273.5,227410000.0,273.5
1988-05-31,253.44,262.16,253.42,262.16,247610000.0,262.16
1988-04-30,262.59,262.61,259.97,261.33,135620000.0,261.33
1988-03-31,258.03,259.03,256.16,258.89,139870000.0,258.89
1988-02-29,262.46,267.82,262.46,267.82,236050000.0,267.82
1988-01-31,253.31,257.07,252.7,257.07,211880000.0,257.07
1987-12-31,247.84,247.86,245.22,247.08,170140000.0,247.08
1987-11-30,240.27,240.34,225.75,230.3,268910000.0,230.3
1987-10-31,244.77,254.04,244.77,251.79,303400000.0,251.79
1987-09-30,321.69,322.53,320.16,321.83,183100000.0,321.83
1987-08-31,327.03,330.09,326.99,329.8,165800000.0,329.8
1987-07-31,318.05,318.85,317.56,318.66,181900000.0,318.66
1987-06-30,307.89,308.0,303.01,304.0,165500000.0,304.0
1987-05-31,290.77,292.87,289.7,290.1,153500000.0,290.1
1987-04-30,284.58,290.08,284.57,288.36,183100000.0,288.36
1987-03-31,289.21,291.87,289.07,291.7,171800000.0,291.7
1987-02-28,282.96,284.55,282.77,284.2,142800000.0,284.2
1987-01-31,274.24,274.24,271.38,274.08,163400000.0,274.08
1986-12-31,243.37,244.03,241.28,242.17,139200000.0,242.17
1986-11-30,248.82,249.22,248.07,249.22,93530000.0,249.22
1986-10-31,243.7,244.51,242.95,243.98,147200000.0,243.98
1986-09-30,229.91,233.01,229.91,231.32,124900000.0,231.32
1986-08-31,252.84,254.07,251.73,252.93,125300000.0,252.93
1986-07-31,236.59,236.92,235.89,236.12,112700000.0,236.12
1986-06-30,249.6,251.81,249.6,250.84,135100000.0,250.84
1986-05-31,247.98,249.19,246.43,247.35,151200000.0,247.35
1986-04-30,240.52,240.52,235.26,235.52,147500000.0,235.52
1986-03-31,238.97,239.86,238.08,238.9,134400000.0,238.9
1986-02-28,226.77,227.92,225.42,226.92,191700000.0,226.92
1986-01-31,209.33,212.42,209.19,211.78,143500000.0,211.78
1985-12-31,210.68,211.61,210.68,211.28,112700000.0,211.28
1985-11-30,202.54,203.4,201.92,202.17,84060000.0,202.17
1985-10-31,190.07,190.15,189.35,189.82,121500000.0,189.82
1985-09-30,181.3,182.08,181.22,182.08,103600000.0,182.08
1985-08-31,188.93,189.13,188.0,188.63,81620000.0,188.63
1985-07-31,189.93,191.33,189.93,190.92,124200000.0,190.92
1985-06-30,191.23,191.85,191.04,191.85,105200000.0,191.85
1985-05-31,187.75,189.59,187.45,189.55,134100000.0,189.55
1985-04-30,180.63,180.63,178.86,179.83,111800000.0,179.83
1985-03-31,179.54,180.66,179.54,180.66,101400000.0,180.66
1985-02-28,180.71,181.21,180.33,181.18,100700000.0,181.18
1985-01-31,179.39,179.83,178.56,179.63,132500000.0,179.63
1984-12-31,166.26,167.34,166.06,167.24,80260000.0,167.24
1984-11-30,163.91,163.91,162.99,163.58,77580000.0,163.58
1984-10-31,166.74,166.95,165.99,166.09,91890000.0,166.09
1984-09-30,166.96,166.96,165.77,166.1,78950000.0,166.1
1984-08-31,166.6,166.68,165.78,166.68,57460000.0,166.68
1984-07-31,150.19,150.77,149.65,150.66,86910000.0,150.66
1984-06-30,152.84,154.08,152.82,153.18,90770000.0,153.18
1984-05-31,150.35,150.69,149.76,150.55,81890000.0,150.55
1984-04-30,159.89,160.43,159.3,160.05,72740000.0,160.05
1984-03-31,159.52,159.52,158.92,159.18,71590000.0,159.18
1984-02-29,156.82,158.27,156.41,157.06,92810000.0,157.06
1984-01-31,162.87,163.6,162.03,163.41,113510000.0,163.41
1983-12-31,164.86,165.05,164.58,164.93,71840000.0,164.93
1983-11-30,167.91,168.07,166.33,166.4,120130000.0,166.4
1983-10-31,163.37,164.58,162.86,163.55,79460000.0,163.55
1983-09-30,167.23,167.23,165.63,166.07,70860000.0,166.07
1983-08-31,162.55,164.4,162.32,164.4,80800000.0,164.4
1983-07-31,165.03,165.03,161.5,162.56,95240000.0,162.56
1983-06-30,167.64,167.64,167.64,167.64,76310000.0,167.64
1983-05-31,164.44,164.44,162.12,162.39,73910000.0,162.39
1983-04-30,162.97,164.43,162.72,164.43,105750000.0,164.43
1983-03-31,153.41,155.02,152.86,152.96,100570000.0,152.96
1983-02-28,149.74,149.74,147.81,148.06,83750000.0,148.06
1983-01-31,144.51,145.3,143.93,145.3,67140000.0,145.3
1982-12-31,140.34,140.78,140.27,140.64,42110000.0,140.64
1982-11-30,134.2,138.53,134.19,138.53,93470000.0,138.53
1982-10-31,133.54,134.02,132.64,133.72,74830000.0,133.72
1982-09-30,121.62,121.62,120.14,120.42,62610000.0,120.42
1982-08-31,117.65,119.6,117.65,119.51,86360000.0,119.51
1982-07-31,107.35,107.95,107.01,107.09,39270000.0,107.09
1982-06-30,110.95,111.0,109.5,109.61,65280000.0,109.61
1982-05-31,112.79,112.8,111.66,111.88,43900000.0,111.88
1982-04-30,116.21,116.78,116.07,116.44,48200000.0,116.44
1982-03-31,112.27,113.17,111.32,111.96,43300000.0,111.96
1982-02-28,113.21,114.01,112.04,113.11,43840000.0,113.11
1982-01-31,118.92,121.38,118.64,120.4,73400000.0,120.4
1981-12-31,122.3,123.42,121.57,122.55,40780000.0,122.55
1981-11-30,125.09,126.97,124.18,126.35,47580000.0,126.35
1981-10-31,119.06,122.53,118.43,121.89,59570000.0,121.89
1981-09-30,115.94,117.05,114.6,116.18,40700000.0,116.18
1981-08-31,124.08,125.58,122.29,122.79,40360000.0,122.79
1981-07-31,130.01,131.78,129.6,130.92,43480000.0,130.92
1981-06-30,131.89,132.67,130.31,131.21,41550000.0,131.21
1981-05-31,133.45,134.36,131.52,132.59,51580000.0,132.59
1981-04-30,133.05,134.44,131.85,132.81,47970000.0,132.81
1981-03-31,134.68,137.15,134.68,136.0,50980000.0,136.0
1981-02-28,130.1,132.02,129.35,131.27,53210000.0,131.27
1981-01-31,130.24,131.65,128.61,129.55,41160000.0,129.55
